id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Price,Retail,LogPrice,LogRetail
4194,1.24,AGSL,VVS2,H,Excellent,62.7,FALSE,6.87x6.83x4.3,Excellent,Botswana,Princess,Excellent,58,2,9480,12865,9.15693959524907,9.46226572471585
4195,1.24,AGSL,SI1,F,Excellent,62.4,FALSE,6.87x6.85x4.28,Excellent,South Africa,Round,Excellent,56,2,10535,17685,9.26245832623829,9.78047210163958
4196,0.57,AGSL,VS1,E,Excellent,62.4,FALSE,5.31x5.34x3.32,Excellent,Botswana,Oval,Excellent,55,1,2810,4590,7.94093976232779,8.43163530305459
4197,0.57,AGSL,SI1,F,Very good,NA,FALSE,5.36x5.34x3.26,Very good,Other/Unknown,Round,Good,62,2,2015,3310,7.60837447438078,8.10470346837111
4198,3.24,GemEx,VS2,D,Excellent,62,FALSE,9.47x9.43x5.86,Excellent,Australia,Round,Excellent,57,2,80670,124105,11.298122037931,11.7288832604697
4199,0.71,AGSL,SI2,E,Good,NA,FALSE,5.5x5.57x3.59,Very good,Angola,Round,Good,NA,1,2665,4375,7.88795933659994,8.38366179879172
4200,0.71,AGSL,VS2,F,Very good,NA,FALSE,5.53x5.58x3.59,Very good,Canada,Oval,Very good,57,1,3520,5780,8.16621626859214,8.66215896166642
4201,1.01,AGSL,SI1,F,Excellent,60.4,FALSE,6.51x6.58x3.95,Very good,Russia,Emerald,Very good,58,3,7660,12960,8.94376726273464,9.46962296990626
4202,1.01,AGSL,SI1,I,Very good,61.9,FALSE,6.38x6.4x3.96,Very good,Other/Unknown,Round,Very good,60,3,6225,10530,8.73632872133291,9.26198360512802
4203,0.85,AGSL,VS1,E,Very good,61.5,FALSE,6.06x6.14x3.75,Excellent,Russia,Round,Very good,60,2,6080,8755,8.71275997496021,9.07738024471995
4204,0.56,AGSL,SI1,F,Very good,59.4,FALSE,5.41x5.36x3.2,Excellent,Russia,Round,Very good,NA,1,1980,3250,7.59085212368858,8.08641027532378
4205,2.01,AGSL,VVS1,D,Good,NA,FALSE,7.88x7.96x5.18,Very good,Russia,Round,Very good,56,2,65480,100740,11.0895000314851,11.5202982192996
4206,2.01,AGSL,SI1,K,Very good,63.8,FALSE,7.95x7.92x5.06,Very good,Russia,Round,Excellent,NA,3,14695,22610,9.59526257885302,10.026147565272
4207,2.01,AGSL,SI1,H,Very good,63.7,FALSE,7.96x8.02x5.09,Very good,Russia,Round,Very good,56,4,23015,32160,10.0439014562513,10.3784787232929
4208,3.01,AGSL,SI2,K,Very good,63.8,FALSE,9.08x9.03x5.78,Very good,Russia,Round,Very good,NA,2,28935,44520,10.2728072140079,10.7036938053895
4209,1.22,AGSL,VS2,J,Excellent,62.1,FALSE,6.83x6.85x4.25,Excellent,Canada,Round,Excellent,56,2,7060,11945,8.86220033048729,9.38806805975991
4210,0.42,AGSL,SI2,E,Excellent,NA,FALSE,4.8x4.83x2.99,Excellent,Russia,Round,Excellent,56,1,1095,1800,6.9985096422506,7.49554194388426
4211,0.42,AGSL,SI2,E,Very good,59.1,FALSE,4.86x4.89x2.88,Very good,Russia,Round,Very good,64,1,1095,1575,6.9985096422506,7.36201055125973
4212,1.52,AGSL,SI1,G,Excellent,NA,FALSE,7.4x7.44x4.51,Excellent,Angola,Round,Excellent,61,2,14175,21805,9.55923512859595,9.98989458027687
4213,1.52,AGSL,SI1,E,Excellent,61.9,FALSE,7.35x7.44x4.58,Excellent,Russia,Round,Very good,56,2,14940,22875,9.61179745868681,10.0377998901437
4214,1.22,AGSL,SI1,F,Excellent,62.6,FALSE,6.75x6.79x4.24,Excellent,Australia,Round,Excellent,57,2,9040,15300,9.10941445338622,9.63560810738053
4215,1.22,AGSL,SI2,I,Excellent,62,FALSE,6.81x6.83x4.23,Very good,Botswana,Round,Very good,NA,2,6935,11425,8.84433633274893,9.34355921576241
4216,1.22,AGSL,VS2,E,Excellent,62.6,FALSE,6.81x6.77x4.25,Excellent,Russia,Round,Excellent,59,3,11225,18995,9.32589871261045,9.85193106562173
4217,0.55,AGSL,VS2,F,Very good,62.6,FALSE,5.2x5.24x3.27,Very good,Russia,Round,Excellent,NA,1,2150,3535,7.67322312112171,8.17046857833067
4218,0.71,AGSL,VS2,I,Excellent,60.6,FALSE,5.76x5.74x3.48,Excellent,Botswana,Round,Excellent,59,1,2535,4095,7.83794891602528,8.31752199628717
4219,2,AGSL,VS2,G,Very good,63.2,FALSE,7.93x8x5.04,Very good,Australia,ROUND,Very good,61,2,29185,44900,10.2814101576379,10.7121930737303
4220,2,AGSL,SI2,L,Excellent,60.9,FALSE,8.12x8.15x4.95,Excellent,Botswana,Oval ,Excellent,57,4,11060,17160,9.31109027507633,9.75033637304195
4221,2,GemEx,VS1,E,Very good,63.7,FALSE,7.92x7.95x5.05,Excellent,Russia,Emerald,Excellent,57,2,37375,57500,10.528757310693,10.9595402267854
4222,2,AGSL,SI2,H,Very good,61.6,FALSE,8.03x8.1x4.97,Excellent,Botswana,Round,Excellent,NA,2,18590,26815,9.83037908071549,10.196716711417
4223,2,AGSL,SI1,H,Excellent,62.2,FALSE,8.01x8.07x5,Excellent,Zimbabwe,Marquise,Excellent,55,3,20735,31735,9.93957837268048,10.3651754517406
4224,3.01,AGSL,SI1,I,Excellent,NA,FALSE,9.29x9.32x5.63,Excellent,Russia,Round,Excellent,NA,2,41715,64175,10.6386160553362,11.0693690057393
4225,0.71,AGSL,VS2,F,Excellent,62.6,FALSE,5.67x5.64x3.54,Excellent,Australia,Round,Excellent,57,1,3425,5625,8.13885675069633,8.63497622707262
4226,0.71,AGSL,VS2,E,Excellent,NA,FALSE,5.68x5.6x3.57,Very good,Russia,Princess,Good,57,1,4005,6580,8.29529885950246,8.79179002431936
4227,0.71,AGSL,SI2,H,Excellent,63.2,FALSE,5.67x5.64x3.57,Excellent,Russia,Emerald,Excellent,55,1,2450,3805,7.80384330353877,8.24407127029579
4228,3,AGSL,SI2,F,Excellent,61.6,FALSE,9.33x9.35x5.75,Excellent,Russia,Emerald,Very good,53,2,49395,75990,10.8076044834786,11.2383570316638
4229,3,AGSL,SI1,E,Excellent,NA,FALSE,9.18x9.23x5.77,Excellent,DR Congo,Marquise,Excellent,NA,2,70700,108060,11.1662008518847,11.5904419073981
4230,3,AGSL,VS2,G,Excellent,62.2,FALSE,9.22x9.25x5.75,Excellent,Australia,Pear,Excellent,58,2,90735,139590,11.4156984492091,11.8464648335068
4231,2.87,AGSL,SI2,H,Excellent,62.7,FALSE,8.99x9.05x5.66,Very good,Australia,Round,Excellent,56,2,34995,53840,10.4629604731236,10.8937719643186
4232,2.84,AGSL,VVS2,I,Fair,NA,FALSE,9.25x9.18x5.63,Good,Australia,Marquise,Fair,NA,4,29970,49300,10.3079521603107,10.8056793600308
4233,2.83,AGSL,VS2,L,Excellent,60.9,FALSE,9.12x9.17x5.57,Excellent,Angola,Round,Excellent,60,3,23610,23750,10.0694256300796,10.0753378094628
4234,0.67,AGSL,VS1,D,Very good,59.9,FALSE,5.71x5.76x3.44,Very good,Russia,Round,Good,59,2,3880,6365,8.26359043261732,8.75856951099151
4235,0.67,GemEx,VS2,F,Good,NA,TRUE,5.49x5.6x3.47,Good,DR Congo,Emerald,Good,59,2,3125,425,8.0471895621705,6.05208916892442
4236,0.67,AGSL,VS1,I,Very good,60.9,FALSE,5.61x5.74x3.46,Very good,Russia,Round,Good,61,1,2420,3975,7.79152281915073,8.28778002708843
4237,0.67,AGSL,SI1,D,Good,61.5,FALSE,5.58x5.66x3.46,Good,Australia,Round,Good,61,2,3000,4930,8.00636756765025,8.50309426703674
4238,2.8,AGSL,SI2,G,Excellent,61.3,FALSE,9.01x9.04x5.53,Excellent,Russia,Pear,Excellent,60,2,35965,55330,10.4903015223015,10.9210705358922
4239,2.8,AGSL,SI2,G,Excellent,58.7,FALSE,9.26x9.21x5.42,Excellent,Russia,Oval,Very good,NA,2,37665,57950,10.5364865602598,10.9673358487679
4240,2,AGSL,SI1,G,Very good,NA,FALSE,7.95x8.01x5.09,Very good,Canada,Emerald,Very good,NA,3,20915,32180,9.9482218838763,10.3791004205464
4241,0.81,AGSL,SI1,F,Very good,NA,FALSE,5.93x6.01x3.7,Excellent,Botswana,Round,Very good,NA,3,5095,7815,8.53601494565683,8.96380024285558
4242,0.81,AGSL,VS2,D,Excellent,62.1,FALSE,5.97x6.01x3.72,Excellent,Canada,Round,Very good,57,3,6170,10130,8.72745411689943,9.22325659724273
4243,0.81,AGSL,VS1,D,Excellent,61.2,FALSE,5.99x6.03x3.68,Excellent,Canada,Princess,Excellent,58,2,6795,11160,8.82394232658524,9.3200912359353
4244,2.73,AGSL,SI1,K,Excellent,62.3,FALSE,8.9x8.94x5.56,Excellent,Botswana,Princess,Excellent,NA,2,26435,39570,10.1824441686695,10.5858265343795
4245,2.73,AGSL,SI1,I,Very good,62.8,FALSE,8.89x8.94x5.6,Very good,Botswana,Oval,Good,57,2,30165,44400,10.3144375908749,10.7009947484203
4246,0.81,AGSL,VS1,F,Excellent,62.1,FALSE,5.96x5.93x3.69,Excellent,Russia,Round,Excellent,58,2,5120,8405,8.54090971803355,9.03658204584272
4247,2.74,AGSL,SI2,I,Excellent,61.5,FALSE,8.98x9x5.53,Excellent,DR Congo,Round,Excellent,57,2,33285,50065,10.4128621240348,10.8210774401419
4248,2.74,AGSL,VS2,G,Excellent,59.3,FALSE,9.2x9.24x5.46,Excellent,Botswana,Round,Excellent,NA,2,53430,76285,10.8861276649518,11.2422316055473
4249,0.66,AGSL,SI2,H,Excellent,62.6,FALSE,5.58x5.55x3.48,Excellent,Botswana,Round,Excellent,58,1,1815,2495,7.50384074669895,7.82204400818562
4250,1.96,AGSL,SI1,I,Very good,NA,FALSE,7.87x7.93x4.97,Excellent,Russia,Emerald,Excellent,59,4,23455,28900,10.0628389707626,10.2715968741005
4251,1.07,AGSL,SI2,G,Excellent,62.5,FALSE,6.58x6.56x4.11,Excellent,Russia,Round,Excellent,54,4,8515,10440,9.04958459309679,9.25339986143663
4252,1.07,AGSL,VS2,J,Very good,61.8,TRUE,6.6x6.57x4.07,Good,DR Congo,Princess,Very good,55,3,5685,970,8.64558640618464,6.87729607149743
4253,1.21,AGSL,SI1,I,Excellent,60.2,FALSE,6.9x6.92x4.16,Excellent,Other/Unknown,Round,Excellent,59,3,7510,12710,8.92399074475818,9.4501443641835
4254,1.21,AGSL,SI2,H,Excellent,61.7,FALSE,6.83x6.86x4.23,Excellent,Botswana,Round,Excellent,55,4,9200,12280,9.12695876303713,9.41572720170113
4255,1.21,AGSL,SI2,H,Very good,64.3,FALSE,6.66x6.7x4.29,Excellent,Russia,Oval ,Excellent,55,2,6215,12245,8.73472100394481,9.41287296938627
4256,1.21,AGSL,SI2,E,Very good,62.5,FALSE,6.75x6.78x4.23,Excellent,Russia,Round,Excellent,56,3,8495,14375,9.04723303410603,9.57324586566555
4257,0.91,AGSL,SI2,Ffcly, ,61.1,FALSE,6.19x6.22x3.79, ,Botswana,Princess, ,0,1,1530,2655,7.33302301438648,7.88419993367604
4258,2.7,AGSL,SI2,F,Excellent,62.1,FALSE,8.94x8.98x5.56,Excellent,South Africa,Emerald,Excellent,56,2,40935,62340,10.6197407218105,11.0403585533213
4259,2.7,AGSL,VS2,K,Excellent,62.2,FALSE,8.9x8.94x5.55,Excellent,Canada,Round,Excellent,NA,2,28285,43515,10.2500869077773,10.6808609852236
4260,2.7,AGSL,SI2,H,Excellent,62.6,FALSE,8.85x8.9x5.55,Excellent,DR Congo,Radiant,Excellent,NA,2,36140,54785,10.4951555641462,10.9111717128395
4261,2.7,AGSL,SI1,E,Excellent,62.5,FALSE,8.86x8.91x5.55,Excellent,Botswana,Round,Excellent,NA,2,54545,71020,10.9067813280319,11.1707168064971
4262,2.7,AGSL,IF,D,Excellent,60.3,FALSE,8.95x9.02x5.42,Excellent,DR Congo,Round,Excellent,60,2,164710,123455,12.0119416307767,11.7236319961808
4263,2.7,AGSL,VS1,K,Excellent,61.7,FALSE,8.88x8.92x5.49,Excellent,Botswana,Princess,Excellent,NA,2,29135,40055,10.2796954795772,10.5980087886492
4264,2.71,AGSL,SI1,G,Very good,63.2,FALSE,8.72x8.82x5.55,Very good,Australia,Princess,Very good,59,2,36075,55500,10.4933553836421,10.9241382997345
4265,1.93,AGSL,SI1,H,Excellent,61.7,FALSE,7.96x7.99x4.92,Excellent,Australia,Oval,Excellent,59,2,21610,33245,9.98091144950093,10.4116596588366
4266,0.91,NA,VVS2,H,Very good,62.9,FALSE,6.17x6.13x3.87,Excellent,Botswana,ROUND,Excellent,NA,1,4200,7210,8.34283980427146,8.88322423027899
4267,1.2,AGSL,SI1,L,Excellent,62.7,FALSE,6.78x6.8x4.25,Excellent,Russia,Round,Excellent,NA,1,5225,8845,8.56121007683301,9.08760760659389
4268,7.06,NA,SI1,E,Excellent,62.3,FALSE,12.29x12.37x7.69,Excellent,South Africa,Asscher,Excellent,NA,2,407830,448270,12.91860569989,13.0131510084308
4269,1.07,AGSL,SI1,J,Excellent,NA,FALSE,6.64x6.59x4.01,Very good,Angola,Round,Very good,NA,1,6190,9015,8.73069036567864,9.10664513563742
4270,0.5,AGSL,VS1,G,Very good,59.7,FALSE,5.13x5.14x3.06,Excellent,Botswana,Round,Good,60,1,1925,2955,7.56268124672188,7.9912539298402
4271,0.5,AGSL,VS2,D,Very good,62,FALSE,5.06x5.09x3.15,Very good,South Africa,Radiant,Very good,60,1,2045,2395,7.6231530684769,7.78113850984502
4272,0.5,AGSL,SI1,E,Very good,58.4,FALSE,5.2x5.23x3.05,Excellent,Botswana,Round,Excellent,61,1,1810,2120,7.50108212425987,7.65917136766606
4273,0.5,AGSL,VS2,E,Very good,60,FALSE,5.09x5.15x3.07,Excellent,Australia,Round,Very good,61,2,2075,3410,7.6377164326648,8.13446757027756
4274,0.5,AGSL,SI1,E,Very good,60.6,FALSE,5.09x5.12x3.1,Very good,DR Congo,Cushion,Very good,NA,1,1810,2725,7.50108212425987,7.91022370709734
4275,0.5,AGSL,SI1,F,Very good,60.8,FALSE,5.06x5.1x3.09,Very good,South Africa,Round,Good,NA,1,1690,2675,7.43248380791712,7.89170465933011
4276,0.5,AGSL,VS2,D,Very good,63.3,FALSE,5.05x5.07x3.2,Excellent,Russia,Round,Excellent,54,1,2280,3740,7.73193072194849,8.22684089040858
4277,0.5,AGSL,SI2,E,Excellent,NA,FALSE,5.11x5.14x3.16,Excellent,Botswana,Round,Excellent,55,2,1610,2605,7.38398945797851,7.86518795418747
4278,0.5,AGSL,SI2,F,Excellent,62.3,FALSE,5.07x5.08x3.16,Very good,Canada,Round,Excellent,55,1,1440,2365,7.27239839257005,7.76853330092603
4279,0.5,AGSL,VS2,F,Very good,63,FALSE,5.01x5.05x3.17,Very good,Russia,Round,Good,NA,1,1925,2285,7.56268124672188,7.7341213033283
4280,2.04,AGSL,SI2,I,Excellent,61.5,FALSE,8.14x8.18x5.02,Excellent,Canada,Emerald,Excellent,NA,2,17170,26420,9.75091895389152,10.1818765780763
4281,2.04,AGSL,SI2,K,Excellent,61.6,FALSE,8.13x8.18x5.03,Excellent,DR Congo,Princess,Excellent,60,2,12865,18215,9.46226572471585,9.81000070944266
4282,3,AGSL,VS1,E,Excellent,62.4,FALSE,9.2x9.23x5.75,Excellent,Russia,Round,Excellent,56,2,120410,184740,11.6986578648863,12.1267047101466
4283,3,AGSL,VVS2,H,Excellent,NA,FALSE,9.18x9.22x5.74,Excellent,Russia,Round,Very good,56,2,69130,106350,11.1437440689393,11.5744908206284
4284,0.93,AGSL,VS1,G,Excellent,64.7,FALSE,5.82x6.05x3.84,Good,Australia,Princess,Fair,NA,1,4885,8020,8.49392456447688,8.98969370086056
4285,3.01,GemEx,I1,L,Very good,NA,FALSE,9.34x9.37x5.45,Very good,Australia,Round,Very good,NA,2,21900,33695,9.99424191580459,10.4251047373803
4286,0.91,AGSL,SI1,G,Excellent,62.8,FALSE,6.18x6.16x3.88,Excellent,Australia,Emerald,Excellent,58,1,4850,7960,8.48673398393153,8.98218427883843
4287,0.91,AGSL,SI2,D,Very good,NA,FALSE,6.27x6.34x3.74,Very good,Canada,Round,Very good,NA,4,6590,8860,8.79330862749655,9.08930204359913
4288,1,AGSL,SI2,I,Very good,62.9,FALSE,6.3x6.37x3.99,Very good,Australia,Oval,Very good,NA,2,5195,8650,8.55545190353333,9.06531459992592
4289,1,AGSL,SI2,L,Very good,58.5,FALSE,6.56x6.57x3.84,Very good,South Africa,Oval,Very good,58,1,3950,5925,8.28147085789517,8.68693596600333
4290,1,AGSL,SI2,D,Good,63,FALSE,6.28x6.34x3.97,Excellent,Botswana,Princess,Very good,58,3,6390,10455,8.76248954737158,9.25483561186273
4291,0.71,AGSL,SI2,D,Excellent,61.8,FALSE,5.74x5.69x3.53,Excellent,Canada,Round,Very good,NA,1,3070,5035,8.02943284058124,8.52416880515266
4292,0.71,AGSL,SI1,J,Excellent,62.9,FALSE,5.71x5.7x3.59,Very good,Botswana,Marquise,Very good,56,1,2055,3375,7.62803112693033,8.12415060330663
4293,0.71,NA,SI2,Ffcdbrown, ,0,FALSE,5.42x5.5x3.69, ,Russia,Round, ,0,1,955,1585,6.86171134048073,7.36833968631138
4294,0.71,AGSL,VS1,G,Very good,60.5,FALSE,5.74x5.79x3.49,Very good,Angola,Pear,Very good,NA,2,3805,6250,8.24407127029579,8.74033674273045
4295,1.07,AGSL,VS2,E,Very good,61,FALSE,6.53x6.61x4.01,Good,DR Congo,Round,Very good,59,3,10175,15330,9.2276890103108,9.63756697186586
4296,1.07,GemEx,SI1,I,Excellent,60.9,FALSE,6.58x6.6x4.02,Excellent,Angola,Round,Excellent,61,4,7075,10170,8.86432272251144,9.22719748904261
4297,1.01,AGSL,SI1,I,Excellent,60.3,FALSE,6.47x6.5x3.91,Excellent,Australia,Round,Excellent,61,2,5910,10000,8.68440111040014,9.21034037197618
4298,1.01,AGSL,SI1,G,Excellent,61.6,FALSE,6.38x6.43x3.95,Excellent,Angola,Pear,Excellent,61,1,6760,11445,8.81877816903701,9.34530823238667
4299,1.01,AGSL,SI2,F,Very good,62.7,FALSE,6.28x6.36x3.97,Excellent,Canada,Marquise,Very good,NA,1,5710,9665,8.64997430265006,9.17626639164243
4300,1.01,AGSL,SI2,G,Excellent,NA,FALSE,6.48x6.5x3.95,Excellent,Angola,Pear,Excellent,60,3,5975,10110,8.69533937679971,9.22128031201452
4301,1.01,AGSL,SI2,I,Excellent,NA,FALSE,6.43x6.46x3.94,Excellent,Canada,Round,Excellent,NA,3,5250,8890,8.56598335558567,9.09268232850795
4302,1.01,AGSL,SI2,I,Very good,61.2,FALSE,6.37x6.4x3.91,Excellent,Australia,Round,Very good,NA,1,4925,8330,8.50207955360619,9.02761873516089
4303,1.01,AGSL,SI2,F,Excellent,61.5,FALSE,6.48x6.46x3.98,Excellent,Russia,Emerald,Excellent,59,2,6695,11330,8.80911625812527,9.33520935402205
4304,1.01,AGSL,SI2,G,Very good,61.5,FALSE,6.35x6.39x3.92,Excellent,South Africa,Round,Very good,59,1,5515,8385,8.6152269316876,9.03419967425731
4305,1.01,AGSL,SI2,H,Excellent,61.5,FALSE,6.45x6.49x3.98,Excellent,Angola,Pear,Excellent,NA,2,5480,9275,8.60886037994206,9.13507788747564
4306,1.01,AGSL,SI2,I,Excellent,61.9,FALSE,6.41x6.44x3.97,Excellent,Canada,Round,Excellent,59,1,5250,8890,8.56598335558567,9.09268232850795
4307,1.01,AGSL,SI1,G,Very good,62.5,FALSE,6.34x6.3x3.95,Good,Botswana,Emerald,Very good,59,4,7975,8580,8.98406692765304,9.05718919248201
4308,1.01,AGSL,SI2,G,Very good,63.3,FALSE,6.33x6.36x4.01,Excellent,Australia,Round,Excellent,59,2,5580,9445,8.62694405537536,9.15324077993561
4309,1.01,AGSL,SI1,G,Very good,64,FALSE,6.27x6.34x4.04,Very good,Botswana,Radiant,Very good,NA,2,6565,10825,8.7895077867369,9.28961355287069
4310,1.01,AGSL,SI2,I,Very good,63.7,FALSE,6.31x6.35x4.03,Excellent,Canada,Emerald,Excellent,NA,1,4925,8330,8.50207955360619,9.02761873516089
4311,1.01,AGSL,VS2,E,Very good,64.1,FALSE,6.29x6.32x4.04,Excellent,Other/Unknown,Round,Excellent,58,4,9330,13460,9.14099029384139,9.50747760319872
4312,1.01,AGSL,SI2,H,Good,64.8,FALSE,6.15x6.22x4.01,Excellent,Australia,Round,Very good,58,1,4695,7945,8.45425339164236,8.98029807897082
4313,1.01,NA,SI2,I,Very good,64.5,FALSE,6.32x6.37x4.09,Good,Other/Unknown,Round,Very good,57,1,3835,5900,8.25192471380136,8.68270762989381
4314,1.01,AGSL,VS2,K,Excellent,60.7,FALSE,6.48x6.52x3.95,Excellent,Australia,Round,Excellent,NA,2,4890,8275,8.49494758246892,9.02099420024526
4315,1.01,AGSL,SI2,I,Excellent,NA,FALSE,6.43x6.45x3.95,Excellent,Canada,Oval,Excellent,58,1,5320,9000,8.57922858233569,9.10497985631836
4316,1.01,AGSL,SI2,K,Excellent,61.6,FALSE,6.44x6.46x3.98,Excellent,DR Congo,Princess,Excellent,58,2,4265,5585,8.35819745992578,8.6278397115033
4317,1.01,AGSL,SI2,H,Excellent,62.3,FALSE,6.4x6.44x4,Excellent,Russia,Oval ,Excellent,NA,3,4290,9830,8.36404201192206,9.19319421314121
4318,1.01,AGSL,SI2,I,Excellent,62.4,FALSE,6.34x6.42x3.98,Excellent,Angola,Round,Very good,NA,2,4925,7075,8.50207955360619,8.86432272251144
4319,1.01,AGSL,SI1,F,Very good,62.5,FALSE,6.31x6.39x3.96,Excellent,Botswana,Princess,Very good,57,1,7485,12555,8.92065629685373,9.43787427159169
4320,1.01,AGSL,SI2,G,Excellent,NA,FALSE,6.37x6.39x4.01,Excellent,Botswana,Princess,Very good,57,1,5580,8320,8.62694405537536,9.02641753381525
4321,1.01,AGSL,SI2,J,Very good,63,FALSE,6.32x6.36x3.99,Excellent,Other/Unknown,Radiant,Very good,57,1,4595,5920,8.43272403478979,8.68609172787805
4322,1.01,AGSL,SI2,E,Very good,63.1,FALSE,6.31x6.37x4,Excellent,Other/Unknown,Round,Excellent,57,3,5810,9830,8.66733584984596,9.19319421314121
4323,1.01,GemEx,SI1,I,Very good,NA,FALSE,6.37x6.43x4.04,Good,Russia,Round,Very good,57,3,5580,9445,8.62694405537536,9.15324077993561
4324,1.01,AGSL,SI1,H,Very good,NA,FALSE,6.3x6.31x3.99,Excellent,Botswana,Round,Excellent,NA,3,6205,9920,8.73311069763871,9.20230820027892
4325,1.01,AGSL,SI1,F,Very good,63.2,FALSE,6.36x6.4x4.03,Very good,Botswana,Round,Excellent,56,1,7255,12000,8.88944616531829,9.39266192877014
4326,1.01,AGSL,SI2,F,Very good,63.2,FALSE,6.3x6.36x4,Excellent,Botswana,Pear,Very good,56,1,5775,6400,8.66129353538999,8.76405326934776
4327,1.01,AGSL,VS1,J,Very good,63.2,FALSE,6.3x6.35x4,Excellent,Russia,Round,Very good,56,1,5320,9000,8.57922858233569,9.10497985631836
4328,1.01,AGSL,SI2,H,Very good,63.5,FALSE,6.38x6.33x4.03,Very good,Russia,Round,Excellent,56,3,5320,9000,8.57922858233569,9.10497985631836
4329,1.01,AGSL,SI2,I,Very good,63.6,FALSE,6.31x6.33x4.02,Excellent,Botswana,Oval,Excellent,NA,1,4925,7670,8.50207955360619,8.9450718943613
4330,1.01,AGSL,SI2,I,Very good,63.7,FALSE,6.28x6.3x4,Very good,Angola,Round,Excellent,NA,2,4890,8275,8.49494758246892,9.02099420024526
4331,1.01,AGSL,VS1,H,Very good,63.9,FALSE,6.25x6.3x4.01,Excellent,Russia,ROUND,Very good,56,4,7895,9100,8.97398492668974,9.11602969250494
4332,1.01,AGSL,SI2,I,Very good,64.3,FALSE,6.23x6.28x4.02,Excellent,Canada,Round,Excellent,NA,2,4695,7945,8.45425339164236,8.98029807897082
4333,1.01,NA,SI1,F,Very good,64.4,TRUE,6.28x6.33x4.06,Excellent,DR Congo,Round,Excellent,56,2,5585,1130,8.6278397115033,7.02997291170639
4334,1.01,AGSL,SI2,G,Good,NA,FALSE,6.28x6.21x4.06,Very good,Botswana,Round,Very good,55,1,5090,6300,8.53503310954457,8.74830491237962
4335,1.01,AGSL,SI2,I,Good,66.6,FALSE,6.2x6.14x4.11,Excellent,Canada,Oval,Good,NA,2,4300,7275,8.36637030168165,8.89219909203969
4336,1.01,AGSL,SI2,H,Very good,NA,FALSE,6.32x6.38x4.06,Very good,Canada,Emerald,Very good,54,1,5090,7430,8.53503310954457,8.9132811377118
4337,1.01,AGSL,SI2,H,Very good,64.1,FALSE,6.27x6.32x4.04,Excellent,Russia,Round,Very good,54,2,5020,8500,8.52118521268578,9.04782144247841
4338,1.07,GemEx,SI2,G,Excellent,60.3,FALSE,6.59x6.63x3.99,Excellent,Australia,Oval ,Excellent,59,1,5150,10120,8.54675199365778,9.22226894284146
4339,1.07,AGSL,SI2,H,Excellent,61.1,FALSE,6.61x6.56x4.02,Excellent,DR Congo,Round,Excellent,NA,4,6730,9810,8.81433042263877,9.19115755255941
4340,2.65,AGSL,VVS2,H,Excellent,62.1,FALSE,8.84x8.87x5.5,Excellent,Russia,Marquise,Excellent,NA,2,54135,83285,10.899236205745,11.3300237399112
4341,1.91,AGSL,VS1,K,Very good,56.9,FALSE,8.18x8.25x4.68,Good,Angola,Round,Good,65,2,14900,22920,9.60911649193355,10.0397651708287
4342,0.54,AGSL,VS2,G,Excellent,NA,FALSE,5.31x5.29x3.17,Excellent,Botswana,Round,Excellent,NA,2,2060,2980,7.63046126178363,7.99967857949945
4343,0.54,AGSL,SI2,H,Very good,63.4,FALSE,5.1x5.12x3.24,Very good,Russia,Round,Very good,61,1,1375,1805,7.22620901010067,7.49831587076698
4344,2.67,AGSL,SI1,F,Excellent,NA,FALSE,9.05x9.07x5.44,Excellent,Australia,Round,Excellent,57,2,38320,58955,10.5537272320848,10.9845297200108
4345,2.7,GemEx,SI2,G,Excellent,61.2,FALSE,8.91x8.96x5.47,Excellent,Botswana,Princess,Excellent,NA,2,32855,48490,10.399859219332,10.7891128700994
4346,2.66,GemEx,VVS2,E,Excellent,60.4,FALSE,8.96x9.05x5.44,Excellent,Russia,Round,Excellent,60,2,83990,129210,11.3384530231197,11.7691942667163
4347,1.73,AGSL,VS2,F,Excellent,61.8,FALSE,7.65x7.7x4.74,Excellent,Botswana,Round,Excellent,58,2,24345,34810,10.1000817686168,10.4576599808055
4348,0.54,AGSL,VS2,H,Excellent,62.2,FALSE,5.2x5.22x3.24,Excellent,South Africa,Round,Excellent,55,1,1945,2960,7.57301725605255,7.99294454731811
4349,0.54,AGSL,I1,G,Very good,63.1,FALSE,5.17x5.21x3.27,Very good,Canada,Emerald,Excellent,56,1,1125,1850,7.02553831463852,7.52294091807237
4350,0.54,AGSL,SI2,J,Excellent,NA,FALSE,5.21x5.23x3.26,Excellent,Russia,Cushion,Very good,NA,1,1260,2065,7.13886699994552,7.63288550539513
4351,0.54,AGSL,SI1,G,Very good,59.4,TRUE,5.24x5.32x3.14,Good,Angola,Pear,Very good,NA,1,1860,360,7.52833176670725,5.88610403145016
4352,0.54,AGSL,SI1,D,Excellent,NA,FALSE,5.25x5.27x3.22,Excellent,Australia,Radiant,Excellent,60,1,2475,3130,7.81399567500279,8.0487882835342
4353,0.54,AGSL,VS1,E, ,NA,FALSE,5.26x5.28x3.22,Good,Australia,Round,Good,57,1,2660,4365,7.88608140177575,8.3813734682737
4354,0.54,AGSL,SI1,K,Very good,63.7,FALSE,5.18x5.17x3.29,Good,Canada,Marquise,Excellent,NA,1,1200,1970,7.09007683577609,7.58578882173203
