id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers
9469,1.21,AGSL,SI2,H,Excellent,63.1,NA,6.75x6.79x4.27,Excellent,Russia,Round,Very good,NA,3,NA
9470,1.21,NA,SI2,H,Very good,59.4,NA,6.96x6.99x4.15,Excellent,Canada,ROUND,Excellent,58,4,NA
9471,1.06,GemEx,SI2,I,Very good,62.9,FALSE,6.48x6.44x4.06,Excellent,DR Congo,Round,Excellent,55,2,NA
9472,2.59,AGSL,SI2,E,Excellent,NA,NA,8.82x8.54x5.44,Excellent,Botswana,Oval ,Excellent,NA,4,NA
9473,5.01,AGSL,SI2,K,Very good,62,NA,10.85x10.93x6.75,Excellent,South Africa,Marquise,Very good,58,2,NA
9474,2.54,NA,SI2,I,Excellent,61.9,NA,8.73x8.75x5.41,Excellent,DR Congo,Emerald,Excellent,NA,2,NA
9475,0.63,AGSL,VVS1,F,Excellent,59,NA,5.58x5.67x3.32,Very good,Russia,Round,Very good,NA,1,NA
9476,0.63,AGSL,VS1,D,Very good,58.5,NA,5.61x5.68x3.31,Very good,Botswana,Round,Good,63,2,NA
9477,0.63,AGSL,VS2,K,Good,60.3,NA,5.49x5.56x3.33,Good,South Africa,Round,Good,NA,1,NA
9478,2.53,AGSL,SI2,J,Very good,NA,NA,8.5x8.58x5.49,Excellent,Australia,Princess,Very good,59,2,NA
9479,0.8,AGSL,SI2,F,Very good,NA,NA,5.9x5.88x3.69,Very good,Australia,Round,Very good,59,2,NA
9480,0.8,AGSL,SI2,E,Very good,63.1,NA,5.83x5.87x3.69,Very good,Russia,Emerald,Very good,59,1,NA
9481,1.06,AGSL,VS2,G, ,62,NA,6.56x6.53x4.06,Very good,Other/Unknown,Round,Excellent,56,2,NA
9482,1.2,AGSL,SI1,G,Excellent,62.1,NA,6.79x6.83x4.23,Very good,South Africa,Pear,Excellent,56,4,NA
9483,1.2,AGSL,SI2,J,Excellent,NA,NA,6.79x6.82x4.24,Excellent,Botswana,Asscher,Excellent,NA,2,NA
9484,1.2,GemEx,SI2,J,Very good,62.6,NA,6.75x6.73x4.22,Excellent,Russia,Pear,Excellent,56,2,NA
9485,1.51,AGSL,SI2,E,Excellent,60.4,NA,7.43x7.39x4.48,Very good,Russia,Round,Excellent,60,2,NA
9486,1,AGSL,SI2,F,Excellent,60.6,NA,6.44x6.49x3.92,Excellent,Angola,Princess,Very good,57,2,NA
9487,1,AGSL,SI2,H,Excellent,NA,NA,6.42x6.39x3.98,Very good,Russia,Round,Excellent,NA,3,NA
9488,1,AGSL,SI2,I,Excellent,62.8,NA,6.37x6.4x4.01,Excellent,South Africa,Round,Excellent,55,1,NA
9489,1,GemEx,VS1,G,Excellent,NA,NA,6.32x6.38x4,Very good,South Africa,Round,Very good,55,2,NA
9490,1,GemEx,SI1,E,Very good,NA,NA,6.27x6.33x4,Very good,Australia,Round,Very good,NA,2,NA
9491,1,AGSL,SI2,E,Good,64.8,NA,6.23x6.28x4.06,Excellent,Australia,Oval ,Good,NA,1,NA
9492,1,AGSL,SI1,E,Very good,61.9,NA,6.37x6.44x3.96,Very good,Australia,Emerald,Good,53,4,NA
9493,1,AGSL,VVS2,K,Very good,58,NA,6.53x6.56x3.8,Very good,Russia,Round,Good,62,1,NA
9494,1,AGSL,SI2,F,Very good,58.8,NA,6.51x6.56x3.85,Very good,DR Congo,Emerald,Excellent,NA,2,NA
9495,1,AGSL,SI2,H,Very good,NA,NA,6.41x6.45x3.9,Excellent,Australia,Emerald,Very good,NA,3,NA
9496,1,AGSL,SI1,E,Very good,62.4,TRUE,6.32x6.38x3.97,Excellent,Angola,Radiant,Very good,58,3,NA
9497,0.41,AGSL,SI1,H,Excellent,62.8,NA,4.75x4.77x2.99,Excellent,Canada,Princess,Excellent,56,1,NA
9498,0.41,AGSL,SI2,D,Excellent,NA,TRUE,4.78x4.8x2.95,Very good,DR Congo,Radiant,Excellent,NA,1,NA
9499,0.41,AGSL,SI1,H,Excellent,NA,FALSE,4.81x4.84x2.92,Excellent,Russia,Marquise,Excellent,58,1,NA
9500,0.41,GemEx,VVS2,M,Excellent,NA,NA,4.87x4.91x2.94,Excellent,Canada,Round,Excellent,59,1,NA
9501,1.86,AGSL,VS2,G, ,62.6,NA,7.78x7.83x4.89,Very good,Australia,Princess,Excellent,NA,2,NA
9502,2.58,AGSL,VVS2,F,Good,57.4,NA,9.14x9.21x5.26,Very good,South Africa,Radiant,Good,58,4,NA
9503,2.79,AGSL,SI1,G,Excellent,62.5,NA,8.93x8.97x5.59,Excellent,Australia,Marquise,Excellent,57,2,NA
9504,1.25,AGSL,SI2,J,Excellent,63.1,NA,6.89x6.85x4.33,Excellent,Botswana,Cushion,Excellent,NA,2,NA
9505,0.43,AGSL,VS1,H,Excellent,61.6,NA,4.87x4.84x2.99,Excellent,Australia,Round,Excellent,57,1,NA
9506,0.43,AGSL,VS2,J,Excellent,61.9,NA,4.87x4.82x3,Excellent,Canada,Round,Excellent,58,1,NA
9507,2.01,NA,SI2,H,Excellent,NA,NA,8.12x8.17x4.98,Excellent,Russia,Princess,Excellent,NA,2,NA
9508,2.01,AGSL,SI1,H,Excellent,62.3,FALSE,8.03x8.08x5.02,Excellent,Russia,Princess,Excellent,59,2,NA
9509,1.36,AGSL,VS2,L,Excellent,58,FALSE,7.05x7.21x4.14,Good,DR Congo,Round,Fair,43,3,NA
9510,1.66,AGSL,VS1,G,Excellent,62.2,FALSE,7.54x7.58x4.7,Excellent,Russia,Round,Excellent,57,2,NA
9511,1.02,AGSL,SI2,H,Very good,NA,NA,6.6x6.61x3.9,Excellent,Botswana,Round,Very good,NA,3,NA
9512,1.3,AGSL,VS1,F,Very good,60,NA,7.05x7.08x4.24,Very good,Russia,Round,Good,62,3,NA
9513,1.89,AGSL,IF,D,Excellent,62.4,NA,7.88x7.95x4.94,Excellent,DR Congo,Round,Excellent,NA,2,NA
9514,1.89,AGSL,SI1,I,Excellent,59.8,NA,8.03x8.06x4.81,Excellent,South Africa,Princess,Excellent,60,2,NA
9515,3.06,AGSL,SI2,H,Very good,62.2,NA,9.24x9.3x5.77,Excellent,Australia,Round,Very good,NA,2,NA
9516,5.06,AGSL,SI2,K,Very good,63.9,NA,10.74x10.84x6.9,Excellent,Canada,Round,Very good,NA,2,NA
9517,0.63,AGSL,SI2,F,Excellent,61.3,FALSE,5.52x5.47x3.37,Excellent,Russia,Round,Excellent,59,2,NA
9518,0.63,AGSL,VS1,E,Good,59.8,NA,5.52x5.59x3.32,Good,Russia,Round,Good,NA,1,NA
9519,0.43,AGSL,SI1,D,Very good,59.3,NA,4.98x4.95x2.95,Very good,Australia,Pear,Very good,60,1,NA
9520,0.43,AGSL,SI1,H,Very good,NA,FALSE,5.01x4.97x2.95,Very good,Other/Unknown,Oval,Excellent,62,1,NA
9521,0.43,AGSL,VS2,E,Very good,58.2,NA,4.92x4.96x2.87,Very good,Russia,Round,Good,NA,1,NA
9522,1.77,AGSL,VS1,F,Excellent,62.5,NA,7.68x7.73x4.82,Excellent,Russia,Round,Excellent,58,2,NA
9523,3.51,AGSL,SI1,I,Excellent,NA,FALSE,9.92x9.94x5.89,Excellent,DR Congo,Oval,Excellent,60,2,NA
9524,0.61,NA,SI1,D,Excellent,62.6,NA,5.42x5.45x3.4,Excellent,Botswana,Round,Excellent,56,1,NA
9525,1.76,AGSL,VVS1,J,Excellent,NA,NA,7.76x7.79x4.77,Excellent,Canada,Emerald,Excellent,NA,4,NA
9526,1.05,GemEx,SI2,H,Excellent,62,NA,6.5x6.47x4.02,Excellent,DR Congo,Round,Excellent,NA,1,NA
9527,0.8,AGSL,SI1,D,Very good,63.5,NA,5.83x5.81x3.68,Excellent,Botswana,Round,Excellent,56,1,NA
9528,0.8,NA,SI1,E,Very good,NA,NA,5.96x5.93x3.66,Very good,Angola,Round,Very good,NA,1,NA
9529,0.8,GemEx,VS1,F,Excellent,NA,NA,6x5.96x3.65,Very good,Russia,ROUND,Excellent,NA,1,NA
9530,2.04,AGSL,SI1,J,Excellent,62.3,NA,8.12x8.09x5.05,Excellent,Botswana,Radiant,Excellent,56,2,NA
9531,0.62,NA,SI1,E,Excellent,61.9,NA,5.48x5.49x3.4,Excellent,Russia,Round,Excellent,NA,1,NA
9532,0.62,AGSL,SI1,F,Very good,61.4,NA,5.42x5.45x3.34,Very good,DR Congo,Round,Excellent,57,1,NA
9533,1.85,AGSL,SI1,F,Excellent,62.3,NA,7.8x7.83x4.87,Excellent,Russia,Emerald,Excellent,56,2,NA
9534,1.85,AGSL,VS2,D,Excellent,62.4,NA,7.8x7.85x4.88,Excellent,Canada,Round,Excellent,56,2,NA
9535,1.85,AGSL,VS1,E,Excellent,62.4,NA,7.81x7.85x4.88,Excellent,Russia,Emerald,Excellent,59,2,NA
9536,1.85,AGSL,I1,H,Good,59.5,NA,7.89x7.99x4.72,Good,Botswana,Round,Good,66,2,NA
9537,2.31,AGSL,SI2,J,Excellent,62.3,NA,8.41x8.45x5.25,Excellent,Australia,Emerald,Excellent,57,2,NA
9538,0.8,GemEx,SI1,F,Excellent,62.9,NA,5.92x5.9x3.72,Excellent,DR Congo,Round,Excellent,55,1,NA
9539,0.52,AGSL,SI2,F,Excellent,63.1,FALSE,5.1x5.13x3.23,Excellent,Angola,Marquise,Excellent,54,1,NA
9540,3.02,AGSL,SI2,D,Excellent,62.9,NA,9.19x9.27x5.8,Excellent,Canada,Round,Very good,55,2,NA
9541,3.02,AGSL,VS1,G,Excellent,61.1,NA,9.31x9.33x5.69,Excellent,Canada,Round,Excellent,NA,2,NA
9542,3.02,AGSL,VS2,H,Excellent,62,NA,9.23x9.27x5.73,Excellent,Canada,Round,Excellent,NA,2,NA
9543,0.7,AGSL,VS1,I,Very good,63.2,NA,5.55x5.62x3.53,Very good,Botswana,Round,Very good,56,2,NA
9544,0.79,AGSL,VS2,F,Excellent,62.9,NA,5.9x5.84x3.69,Excellent,Zimbabwe,Round,Excellent,58,1,NA
9545,1.75,AGSL,VS2,H,Excellent,61.5,NA,7.7x7.75x4.75,Excellent,South Africa,Asscher,Excellent,58,2,NA
9546,1.75,AGSL,SI1,I,Excellent,NA,FALSE,7.67x7.71x4.79,Excellent,Russia,Asscher,Excellent,NA,4,NA
9547,1.75,AGSL,VS2,H,Excellent,60.5,NA,7.78x7.82x4.72,Excellent,South Africa,Round,Excellent,NA,2,NA
9548,0.61,AGSL,VS2,J,Excellent,NA,NA,5.56x5.54x3.29,Excellent,Botswana,Round,Very good,NA,1,NA
9549,0.61,AGSL,VS2,I,Very good,63.6,NA,5.31x5.35x3.39,Excellent,South Africa,Pear,Excellent,56,1,NA
9550,0.79,AGSL,VS2,D,Excellent,61.6,FALSE,5.92x5.98x3.67,Very good,Botswana,Marquise,Very good,58,3,NA
9551,0.79,AGSL,SI1,F,Very good,57.9,NA,6.07x6.16x3.54,Very good,Botswana,Round,Good,59,1,NA
9552,1.2,AGSL,SI2,E,Excellent,62.2,NA,6.74x6.79x4.21,Excellent,Botswana,Round,Very good,60,2,NA
9553,1.2,AGSL,SI2,I,Very good,62.9,TRUE,6.69x6.72x4.22,Excellent,DR Congo,Round,Very good,57,2,NA
9554,0.5,AGSL,SI1,H,Good,61.5,NA,5.02x5.04x3.09,Good,DR Congo,Round,Good,NA,1,NA
9555,0.5,GemEx,VS2,E,Good,62,NA,5.07x5.1x3.15,Very good,Other/Unknown,Round,Very good,NA,2,NA
9556,0.5,AGSL,SI1,K,Very good,61.7,NA,5.07x5.08x3.13,Excellent,Russia,Emerald,Very good,60,1,NA
9557,0.5,AGSL,SI2,G,Excellent,61.2,NA,5.11x5.09x3.12,Excellent,Botswana,Emerald,Excellent,58,1,NA
9558,0.5,AGSL,SI2,D,Very good,62.4,NA,5.1x5.08x3.18,Excellent,Russia,Radiant,Excellent,52,1,NA
9559,0.5,AGSL,VS2,H,Very good,62.5,NA,5.03x5.07x3.16,Very good,Botswana,Round,Very good,NA,1,NA
9560,3.29,AGSL,SI1,G,Excellent,61.4,NA,9.55x9.59x5.87,Excellent,Russia,Princess,Excellent,58,2,NA
9561,1.81,AGSL,SI1,G,Excellent,62.2,NA,7.75x7.85x4.84,Excellent,Botswana,ROUND,Excellent,59,3,NA
9562,1.81,AGSL,VS1,E,Excellent,59.9,NA,7.9x7.94x4.75,Excellent,Russia,Emerald,Excellent,60,2,NA
9563,0.78,AGSL,SI2,D,Very good,62.5,NA,5.82x5.88x3.66,Excellent,Botswana,Round,Very good,NA,1,NA
9564,1,AGSL,VS2,G,Excellent,NA,NA,6.46x6.4x3.98,Very good,Canada,Radiant,Very good,NA,2,NA
9565,0.79,AGSL,SI2,H,Very good,59.1,NA,6.03x6x3.56,Excellent,Australia,Round,Excellent,63,1,NA
9566,3.03,AGSL,SI2,H,Excellent,61.8,FALSE,9.24x9.26x5.72,Excellent,Other/Unknown,Emerald,Excellent,60,2,NA
9567,3.03,GemEx,I1,K,Good,65.8,NA,8.9x8.92x5.86,Very good,DR Congo,Round,Excellent,61,4,NA
9568,1.01,AGSL,VS2,H,Very good,62.8,NA,6.38x6.33x3.99,Excellent,DR Congo,Marquise,Excellent,59,2,NA
9569,1.01,AGSL,SI2,H,Good,64.1,NA,6.27x6.23x4.01,Excellent,Russia,Pear,Very good,59,1,NA
9570,1.01,AGSL,SI2,G,Excellent,62.5,NA,6.43x6.38x4,Excellent,South Africa,Pear,Excellent,58,2,NA
9571,1.01,AGSL,SI1,F,Very good,63.3,FALSE,6.35x6.31x4.01,Excellent,Angola,Princess,Good,58,2,NA
9572,1.01,AGSL,SI2,G,Excellent,62.5,NA,6.4x6.42x4.01,Very good,Russia,Oval,Excellent,57,2,NA
9573,2.42,GemEx,VS2,E,Excellent,62.9,NA,8.52x8.59x5.38,Excellent,Russia,Oval,Excellent,57,2,NA
9574,0.91,AGSL,I1,E,Good,62.8,NA,6.03x6.13x3.82,Excellent,DR Congo,Pear,Very good,61,2,NA
9575,2.41,AGSL,SI2,H,Excellent,61.5,NA,8.53x8.57x5.26,Excellent,Russia,Asscher,Excellent,60,2,NA
9576,0.9,AGSL,VS2,E,Very good,62.7,NA,6.1x6.18x3.85,Very good,South Africa,Princess,Good,61,1,NA
9577,0.9,AGSL,SI2,D,Good,64.6,NA,5.99x6.01x3.88,Very good,Botswana,Round,Excellent,NA,2,NA
9578,0.9,AGSL,SI2,E,Very good,62.6,NA,6.13x6.14x3.84,Excellent,DR Congo,Round,Excellent,57,2,NA
9579,0.9,AGSL,SI2,G,Very good,64,NA,6.05x6.1x3.88,Excellent,Other/Unknown,Oval ,Very good,54,1,NA
9580,2.09,AGSL,SI2,J,Excellent,59.8,NA,8.32x8.36x4.98,Excellent,Botswana,Emerald,Excellent,59,3,NA
9581,1.2,AGSL,SI1,H,Very good,NA,FALSE,6.75x6.68x4.23,Very good,Botswana,Round,Very good,59,2,NA
9582,2.01,AGSL,SI1,I,Excellent,62,NA,8.02x8.07x4.99,Excellent,Botswana,Round,Excellent,NA,2,NA
9583,2.01,AGSL,VVS2,I,Very good,58.8,NA,8.23x8.34x4.87,Very good,Russia,Round,Very good,63,4,NA
9584,2.01,AGSL,VS1,H,Excellent,61.2,NA,8.09x8.12x4.96,Excellent,Botswana,Round,Excellent,57,4,NA
9585,2.01,AGSL,SI1,H,Excellent,61.4,NA,8.08x8.13x4.97,Excellent,Other/Unknown,Round,Excellent,57,2,NA
9586,2.01,AGSL,SI2,I,Excellent,62.1,NA,8.07x8.1x5.02,Excellent,Australia,Round,Excellent,57,3,NA
9587,2.01,AGSL,SI2,F,Excellent,60,NA,8.2x8.24x4.93,Excellent,Russia,Round,Excellent,58,2,NA
9588,2.01,AGSL,VS1,D,Excellent,60.5,NA,8.15x8.24x4.96,Excellent,DR Congo,Round,Very good,58,2,NA
9589,2.01,AGSL,SI2,F,Excellent,61.4,NA,8.08x8.12x4.98,Excellent,Russia,Round,Excellent,NA,2,NA
9590,2.01,AGSL,SI1,I,Very good,59.7,NA,8.26x8.3x4.94,Very good,South Africa,Round,Excellent,60,2,NA
9591,2.01,AGSL,SI1,H,Excellent,60.3,NA,8.09x8.12x4.89,Excellent,Canada,Oval ,Excellent,60,4,NA
9592,2.01,AGSL,SI2,F,Excellent,61.2,NA,8.01x8.12x4.94,Excellent,Russia,Round,Very good,NA,2,NA
9593,2.01,AGSL,SI1,D,Very good,61.4,NA,8.09x8.15x4.99,Excellent,Russia,Princess,Excellent,NA,2,NA
9594,1.9,AGSL,SI2,J,Excellent,60.2,FALSE,7.96x7.99x4.8,Excellent,Russia,Round,Excellent,60,4,NA
9595,1.9,AGSL,VS2,I,Excellent,60.8,NA,7.96x7.97x4.84,Excellent,Other/Unknown,Round,Excellent,60,4,NA
9596,1.5,AGSL,SI1,G,Very good,61.7,NA,7.3x7.35x4.52,Very good,Angola,Round,Very good,NA,2,NA
9597,1.5,AGSL,SI1,H,Very good,60,NA,7.43x7.47x4.47,Excellent,Canada,Marquise,Very good,58,3,NA
9598,1.5,AGSL,SI1,F,Very good,64.5,NA,7.14x7.2x4.62,Excellent,Australia,Round,Very good,55,2,NA
9599,2.51,AGSL,SI2,H,Very good,60.6,NA,8.72x8.78x5.3,Very good,South Africa,Round,Very good,59,2,NA
9600,1.8,AGSL,VS1,G,Excellent,62.8,NA,7.71x7.75x4.86,Excellent,Russia,Round,Excellent,57,4,NA
9601,1.8,AGSL,SI1,D,Excellent,62.8,FALSE,7.74x7.79x4.87,Excellent,Australia,Round,Excellent,58,4,NA
9602,0.6,AGSL,SI1,J,Excellent,63.1,NA,5.35x5.38x3.39,Excellent,Botswana,Radiant,Very good,55,1,NA
9603,0.6,AGSL,SI2,H,Very good,63.6,NA,5.35x5.39x3.41,Excellent,Russia,Princess,Very good,56,1,NA
9604,1.41,AGSL,VS2,J,Excellent,62.1,NA,7.18x7.15x4.46,Excellent,Australia,Round,Excellent,56,3,NA
9605,1.41,AGSL,IF,D,Excellent,NA,NA,7.29x7.24x4.4,Excellent,DR Congo,Round,Excellent,NA,2,NA
9606,1.42,GemEx,VS2,E,Very good,61.3,NA,7.16x7.29x4.43,Very good,Botswana,Emerald,Good,NA,3,NA
9607,1.04,NA,SI1,G,Excellent,62.3,NA,6.42x6.48x4.02,Excellent,Canada,Round,Very good,58,2,NA
9608,1.5,AGSL,SI2,G,Very good,NA,FALSE,7.21x7.19x4.58,Excellent,Russia,Round,Very good,NA,4,NA
9609,1.71,AGSL,VS2,H,Excellent,59.7,NA,7.8x7.84x4.67,Excellent,Russia,Round,Excellent,60,3,NA
9610,1.71,AGSL,SI1,K,Excellent,59.7,NA,7.76x7.79x4.64,Excellent,Australia,Marquise,Excellent,NA,3,NA
9611,1.63,AGSL,VS2,F,Excellent,NA,NA,7.5x7.56x4.69,Excellent,Zimbabwe,Princess,Excellent,57,3,NA
9612,1.63,AGSL,VS2,J,Excellent,62.9,NA,7.43x7.5x4.69,Excellent,Russia,Round,Excellent,58,3,NA
9613,1.63,AGSL,VVS2,D,Excellent,60.5,NA,7.62x7.66x4.62,Excellent,Canada,Round,Excellent,NA,2,NA
9614,1.62,AGSL,SI2,I,Excellent,NA,TRUE,7.47x7.48x4.71,Excellent,Angola,Emerald,Excellent,NA,2,NA
9615,1.19,AGSL,SI1,J,Excellent,62.1,NA,6.77x6.81x4.22,Excellent,Russia,Round,Excellent,57,2,NA
9616,1.19,GemEx,SI2,H,Excellent,60.6,NA,6.85x6.9x4.17,Excellent,Russia,Round,Excellent,58,3,NA
9617,1.7,AGSL,SI1,F,Very good,62.8,NA,7.59x7.62x4.78,Excellent,Botswana,Round,Excellent,57,3,NA
9618,1.7,AGSL,VS1,H,Excellent,62.7,NA,7.58x7.64x4.77,Excellent,Angola,Round,Excellent,58,4,NA
9619,2.34,AGSL,SI1,F,Excellent,61.4,NA,8.53x8.57x5.25,Excellent,Angola,Round,Excellent,58,2,NA
9620,1.54,NA,SI2,F,Excellent,59.7,NA,7.52x7.55x4.5,Excellent,DR Congo,Radiant,Excellent,NA,3,NA
9621,1.53,AGSL,SI1,J,Excellent,60.7,NA,7.41x7.44x4.51,Excellent,Zimbabwe,Radiant,Excellent,59,2,NA
9622,1.57,AGSL,SI1,H,Excellent,62.1,NA,7.42x7.45x4.62,Excellent,South Africa,Round,Excellent,58,3,NA
9623,2.33,NA,SI2,G,Excellent,61.9,NA,8.48x8.51x5.26,Excellent,Australia,Round,Excellent,56,2,NA
9624,1.5,AGSL,VVS2,F,Excellent,62.5,NA,7.32x7.36x4.59,Excellent,Russia,Round,Very good,NA,2,NA
9625,1.5,GemEx,VS2,F,Excellent,62.7,NA,7.28x7.33x4.58,Excellent,Canada,Round,Excellent,56,4,NA
9626,0.9,AGSL,SI1,H,Excellent,NA,NA,6.19x6.24x3.78,Excellent,Botswana,Oval,Very good,NA,1,NA
9627,0.9,AGSL,SI1,H,Excellent,61.2,NA,6.19x6.21x3.8,Excellent,Botswana,Round,Excellent,59,3,NA
9628,0.9,AGSL,SI1,G,Excellent,61.4,NA,6.17x6.21x3.81,Excellent,Australia,Marquise,Excellent,NA,3,NA
9629,0.9,AGSL,VS1,J,Excellent,61.7,NA,6.16x6.2x3.82,Excellent,Botswana,Round,Excellent,59,2,NA
9630,0.9,AGSL,VS2,F,Excellent,61.8,NA,6.19x6.21x3.83,Excellent,Canada,Round,Excellent,59,2,NA
9631,0.9,AGSL,VS1,J,Excellent,61.9,NA,6.15x6.19x3.82,Excellent,Russia,Round,Excellent,59,2,NA
9632,0.9,AGSL,VS1,E,Very good,62,NA,6.13x6.15x3.81,Excellent,Angola,Round,Excellent,59,4,NA
9633,0.9,GemEx,SI2,D,Excellent,62.1,FALSE,6.13x6.19x3.82,Very good,DR Congo,Round,Very good,59,4,NA
9634,0.9,AGSL,VS1,E,Very good,NA,NA,6.11x6.16x3.82,Very good,Russia,Round,Very good,NA,4,NA
9635,0.9,AGSL,VS1,G,Excellent,62.4,NA,6.15x6.18x3.85,Excellent,Russia,Cushion,Excellent,59,2,NA
9636,0.9,AGSL,SI1,D,Excellent,62.6,NA,6.14x6.18x3.85,Very good,Botswana,Marquis,Very good,59,4,NA
9637,0.77,AGSL,VVS1,F,Very good,60.9,NA,5.9x5.98x3.62,Excellent,DR Congo,Round,Very good,NA,3,NA
9638,2.55,NA,SI1,J,Excellent,62.4,NA,8.7x8.74x5.44,Excellent,Canada,Oval,Excellent,58,2,NA
9639,2.55,AGSL,VS2,L,Excellent,NA,NA,8.63x8.7x5.41,Excellent,Australia,Round,Excellent,NA,2,NA
9640,2.02,AGSL,VS2,D,Excellent,62.2,FALSE,8.04x8.08x5.01,Excellent,Russia,Round,Excellent,58,2,NA
9641,2.02,AGSL,SI2,F,Excellent,NA,NA,8.02x8.08x5,Very good,Russia,Princess,Very good,NA,3,NA
9642,2.02,AGSL,SI1,I,Very good,62.3,NA,8.06x8.12x5.04,Excellent,Russia,Oval ,Excellent,NA,2,NA
9643,2.02,AGSL,VS2,D,Excellent,60.5,NA,8.14x8.19x4.94,Excellent,Russia,Round,Excellent,NA,2,NA
9644,2.01,AGSL,SI1,K,Excellent,60.2,NA,8.14x8.19x4.91,Excellent,Botswana,Round,Excellent,59,3,NA
9645,2.01,AGSL,SI2,H,Excellent,61.6,NA,8.01x8.11x4.97,Excellent,Russia,Round,Very good,59,4,NA
9646,2.01,AGSL,SI1,J,Excellent,61.6,NA,8.08x8.12x4.99,Excellent,Botswana,Oval,Excellent,NA,3,NA
9647,2.01,AGSL,SI2,E,Excellent,61.9,NA,8.06x8.09x5,Excellent,Canada,Round,Excellent,NA,2,NA
9648,2.01,AGSL,SI1,J,Excellent,NA,NA,8.07x8.09x5.01,Excellent,Angola,Round,Excellent,59,3,NA
9649,3.01,AGSL,SI1,E,Excellent,62,NA,9.22x9.27x5.73,Excellent,DR Congo,Round,Excellent,57,2,NA
9650,3.01,GemEx,SI2,F,Excellent,62,FALSE,9.23x9.27x5.73,Excellent,South Africa,Radiant,Excellent,NA,2,NA
9651,3.01,AGSL,SI2,J,Very good,63.5,NA,9.06x9.14x5.78,Excellent,South Africa,Princess,Excellent,NA,2,NA
9652,2.43,AGSL,SI2,E,Excellent,62.1,NA,8.56x8.6x5.33,Excellent,Angola,Round,Excellent,57,4,NA
9653,3.01,AGSL,SI1,G,Excellent,60,NA,9.38x9.42x5.64,Excellent,Russia,Radiant,Excellent,58,2,NA
9654,3.01,GemEx,VS2,G,Excellent,62.5,NA,9.18x9.2x5.75,Excellent,Australia,Radiant,Very good,58,2,NA
9655,2.11,AGSL,VS2,E,Excellent,60.1,NA,8.31x8.34x5,Excellent,Angola,Round,Excellent,59,2,NA
9656,1.72,AGSL,SI1,I,Very good,59.7,NA,7.79x7.7x4.62,Very good,Botswana,Oval,Good,NA,2,NA
9657,1.78,AGSL,VS2,G,Good,NA,NA,8.12x8.05x4.62,Very good,DR Congo,Radiant,Good,62,4,NA
9658,2.02,AGSL,SI2,H,Excellent,60.3,NA,8.17x8.16x4.92,Excellent,Russia,Round,Excellent,60,4,NA
9659,0.6,AGSL,SI1,H,Very good,63.4,NA,5.33x5.35x3.38,Very good,Botswana,Round,Very good,56,1,NA
9660,0.6,AGSL,VS1,F,Good,60.5,NA,5.37x5.41x3.26,Very good,Botswana,Round,Very good,62,1,NA
9661,2.04,AGSL,IF,M,Very good,62.4,NA,8.09x8.05x5.04,Excellent,Russia,Round,Excellent,NA,2,NA
9662,1.5,NA,SI2,E,Excellent,NA,NA,7.3x7.26x4.54,Excellent,Angola,Marquise,Excellent,58,4,NA
9663,1.5,AGSL,VS2,E,Very good,63.9,NA,7.24x7.26x4.64,Excellent,Russia,Radiant,Excellent,56,4,NA
9664,1.5,AGSL,SI1,G,Very good,62.4,NA,7.26x7.22x4.52,Excellent,Australia,Round,Excellent,57,2,NA
9665,2.21,AGSL,SI2,D,Good,NA,NA,8.28x8.25x5.15,Very good,Australia,Princess,Good,64,4,NA
9666,2.41,NA,I1,J,Very good,59.8,NA,8.67x8.59x5.16,Very good,Canada,Round,Good,64,2,NA
9667,1.8,AGSL,SI2,D,Excellent,NA,NA,7.88x7.91x4.78,Excellent,Russia,Round,Excellent,59,2,NA
9668,1.8,AGSL,SI1,I,Excellent,61.5,NA,7.79x7.83x4.81,Excellent,Canada,Emerald,Excellent,59,3,NA
9669,1.8,AGSL,VS1,F,Excellent,NA,NA,7.74x7.79x4.83,Excellent,Australia,Emerald,Excellent,59,2,NA
9670,1.8,AGSL,VS1,G,Excellent,62.7,NA,7.71x7.76x4.85,Excellent,Russia,Round,Excellent,59,2,NA
9671,1.71,AGSL,SI2,H,Excellent,NA,NA,7.59x7.63x4.74,Excellent,Australia,Round,Excellent,58,4,NA
9672,1.82,AGSL,VS1,I,Excellent,NA,NA,7.93x7.96x4.78,Excellent,Botswana,Round,Excellent,60,4,NA
9673,1.35,AGSL,SI1,G,Excellent,62.7,NA,7.02x7.05x4.42,Excellent,Botswana,Princess,Excellent,NA,2,NA
9674,1.35,AGSL,SI1,D,Excellent,NA,NA,7.07x7.11x4.41,Excellent,South Africa,Oval,Excellent,NA,2,NA
9675,1.35,AGSL,VS1,I,Excellent,62.4,NA,7.04x7.07x4.4,Excellent,Angola,Asscher,Excellent,NA,2,NA
9676,1.35,AGSL,VS2,I,Excellent,62.4,NA,7.04x7.06x4.4,Excellent,DR Congo,Cushion,Excellent,56,2,NA
9677,1.35,AGSL,SI2,J,Excellent,62,NA,7.05x7.08x4.38,Excellent,South Africa,Radiant,Excellent,57,2,NA
9678,3.04,NA,VS2,E,Excellent,62,NA,9.31x9.35x5.78,Excellent,Russia,Round,Excellent,56,2,NA
